Clustered,datetime
156,2017-11-23T19:33:26.690000
156,2017-12-10T13:47:02.150000
157,2017-12-17T11:49:31.820000
157,2017-12-18T21:11:54.900000
158,2017-12-17T11:49:43.890000
158,2017-12-18T21:12:06.980000
159,2018-02-13T13:48:20.440000
159,2018-02-13T20:30:10.840000
160,2018-03-17T00:25:00.970000
160,2018-03-17T00:30:46.590000
161,2018-05-19T06:10:36.030000
161,2018-05-19T06:27:26.090000
161,2018-05-19T06:42:25.170000
162,2018-06-29T12:15:24.480000
162,2018-07-02T17:26:47.360000
162,2018-08-19T11:01:05.150000
163,2019-01-26T13:41:32.010000
163,2019-01-26T14:17:02.280000
163,2019-01-26T14:23:42.260000
163,2019-01-26T15:21:48.110000
164,2019-01-29T12:20:32.450000
164,2019-01-30T11:03:56.130000
165,2019-03-08T18:57:07.610000
165,2019-03-08T19:06:21.920000
166,2019-03-29T07:40:57.080000
166,2019-04-01T05:55:20.770000
166,2020-03-13T09:04:33.325000
167,2019-03-29T11:27:33.840000
167,2019-03-29T13:43:55.250000
168,2020-04-03T01:46:46.505000
168,2020-04-03T01:49:47.875000
168,2020-04-03T04:01:59.555000
168,2020-04-03T04:23:50.225000
169,2020-04-14T02:27:29.005000
169,2020-04-14T03:28:15.125000
169,2020-04-14T07:45:16.815000
170,2020-04-29T00:59:10.010000
170,2020-04-29T01:00:49.830000
171,2020-07-03T13:50:45.910000
171,2020-07-03T13:51:36.490000
172,2020-07-11T07:37:47.035000
172,2020-07-11T13:49:36.635000
